id,date,professor_name_raw,department,course_name,term,comment_text,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,clean_department,clean_comment_text,professor_name,grading_status,attendance_status,clean_tokens_list,simple_label,simple_score,bert_label,bert_score
3324,2024-02-11T22:41:05,سید صالح اعتمادی,مهندسی کامپیوتر,مبانی برنامه نویسی-کارگاه,مهر1402,"استاد اولش میگن همه‌تون نمره‌ی خوبی از من می‌گیرین
ولی اصلا اینطور نیست و کاملا به این بستگی داره که ازتون خوششون بیاد یا نه
خیلی ریز نمره میدن و شما باید حواستون به تک تک تکلیف هایی که میدن باشه چون تک تک‌شون نمره‌ی خودشون رو دارن
یه دونه گروه هم توی تلگرام می‌زنن و حتما باید حواستون به اون باشه برا پوش کردن تکلیفا و بعد هر جلسه هم کارایی که توی کلاس انجام دادن و یاد دادن رو توش می‌نویسن و هم تکالیف جلسه بعد و یه سری چیز های لازم
حجم کار هم از همون اول بسیار زیاده و باید بتونین هندل کنین ولی خب حداقل میشه یادگیری رو تضمین کرد با این حجم زیاد کار",9.0,10.0,7.0,9.0,10.0,10.0,مهندسی کامپیوتر,استاد اولش میگن همه تون نمره ی خوبی از من می گیرین ولی اصلا اینطور نیست و کاملا به این بستگی داره که ازتون خوششون بیاد یا نه خیلی ریز نمره میدن و شما باید حواستون به تک تک تکلیف هایی که میدن باشه چون تک تک شون نمره ی خودشون رو دارن یه دونه گروه هم توی تلگرام می زنن و حتما باید حواستون به اون باشه برا پوش کردن تکلیفا و بعد هر جلسه هم کارایی که توی کلاس انجام دادن و یاد دادن رو توش می نویسن و هم تکالیف جلسه بعد و یه سری چیز های لازم حجم کار هم از همون اول بسیار زیاده و باید بتونین هندل کنین ولی خب حداقل میشه یادگیری رو تضمین کرد با این حجم زیاد کار,سید صالح اعتمادی,منصفانه,آزاد,"['استاد', 'اولش', 'میگن', 'همه\u200cتون', 'نمره\u200cی', 'می\u200cگیرین', 'اصلا', 'اینطور', 'بستگی', 'داره', 'ازتون', 'خوششون', 'بیاد', 'ریز', 'نمره', 'میدن', 'حواستون', 'تک\u200cتک', 'تکلیف\u200cهایی', 'میدن', 'باشه', 'تک', 'تک\u200cشون', 'نمره\u200cی', 'خودشون', 'دارن', 'یه', 'دونه', 'گروه', 'توی', 'تلگرام', 'می\u200cزنن', 'حتما', 'حواستون', 'اون', 'باشه', 'برا', 'پوش', 'تکلیفا', 'جلسه', 'کارایی', 'توی', 'کلاس', 'انجام', 'یاد', 'توش', 'می\u200cنویسن', 'تکالیف', 'جلسه', 'یه', 'سری', 'چیز\u200cهای', 'حجم', 'کار', 'همون', 'زیاده', 'بتونین', 'هندل', 'کنین', 'خب', 'میشه', 'یادگیری', 'تضمین', 'حجم', 'کار']",Neutral,0,Neutral,0.0
3325,2024-02-12T12:22:50,پرستو کعبی نژاد,ریاضی,ریاضی_۱,مهر 1401,این استاد رو جلو علوم پایه هم دیدین فرار کنین چه برسه بخواین باهاش درسی بردارین,6.0,1.0,1.0,1.0,1.0,5.0,ریاضی,این استاد رو جلو علوم پایه هم دیدین فرار کنین چه برسه بخواین باهاش درسی بردارین,پرستو کعبی نژاد,سخت‌گیر,آزاد,"['استاد', 'جلو', 'علوم', 'پایه', 'دیدین', 'فرار', 'کنین', 'برسه', 'بخواین', 'باهاش', 'درسی', 'بردارین']",Neutral,0,Positive,0.9142821431159973
3326,2024-02-12T12:22:56,هنگامه تمیمی,ریاضی,ریاضی1,مهر 1401,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0,ریاضی,چیزی اضافه ایی نیست,هنگامه تمیمی,آسان,سخت‌گیر,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
3327,2024-02-12T12:23:31,سید صالح اعتمادی,مهندسی کامپیوتر,مبانی برنامه سازی -کارگاه کامپیوتر,مهر ۱۴۰۲,"دانش عمومی استاد خیلی خوب و قابل قبول هستش برای انتقال مطالب وقت میذارن .
تکالیف زیاد و پروژه های طول ترم نسبتا سخت هستند و باید حسابی وقت بذارین .
کلاس به اسم مقدماتی شروع شد ولی تنها چیزی که نبود مقدماتی بود.
سطح بندی درست انجام نشده و کسایی که نسبتا سطح خوبی دارن تو کلاس استادن و همین باعث میشه استاد به کسایی که قبلا کار نکردن توجهی نکنه و دانشجوهایی که سطحشون ضعیفه حتی نتونن سوالاتشون رو بپرسن
نمره دهی کاملا به این بستگی داره که استاد چقد ازتون خوشش بیاد در این صورت شامل هر نوع ارفاقیم میشین در غیر این صورت جواب سوالاتتونم به زور داده میشه!",7.0,8.0,8.0,5.0,3.0,2.0,مهندسی کامپیوتر,دانش عمومی استاد خیلی خوب و قابل قبول هستش برای انتقال مطالب وقت میذارن . تکالیف زیاد و پروژه های طول ترم نسبتا سخت هستند و باید حسابی وقت بذارین . کلاس به اسم مقدماتی شروع شد ولی تنها چیزی که نبود مقدماتی بود. سطح بندی درست انجام نشده و کسایی که نسبتا سطح خوبی دارن تو کلاس استادن و همین باعث میشه استاد به کسایی که قبلا کار نکردن توجهی نکنه و دانشجوهایی که سطحشون ضعیفه حتی نتونن سوالاتشون رو بپرسن نمره دهی کاملا به این بستگی داره که استاد چقد ازتون خوشش بیاد در این صورت شامل هر نوع ارفاقیم میشین در غیر این صورت جواب سوالاتتونم به زور داده میشه!,سید صالح اعتمادی,منصفانه,آزاد,"['دانش', 'عمومی', 'استاد', 'قابل\u200cقبول', 'هستش', 'انتقال', 'مطالب', 'وقت', 'میذارن', '.', 'تکالیف', 'پروژه\u200cهای', 'ترم', 'نسبتا', 'سخت', 'حسابی', 'وقت', 'بذارین', '.', 'کلاس', 'اسم', 'مقدماتی', 'مقدماتی', '.', 'سطح\u200cبندی', 'درست', 'انجام\u200cنشده', 'کسایی', 'نسبتا', 'سطح', 'دارن', 'کلاس', 'استادن', 'میشه', 'استاد', 'کسایی', 'قبلا', 'کار', 'نکردن', 'توجهی', 'نکنه', 'دانشجوهایی', 'سطحشون', 'ضعیفه', 'نتونن', 'سوالاتشون', 'بپرسن', 'نمره', 'دهی', 'بستگی', 'داره', 'استاد', 'چقد', 'ازتون', 'خوشش', 'بیاد', 'صورت', 'ارفاقیم', 'میشین', 'صورت', 'جواب', 'سوالاتتونم', 'زور', 'میشه', '!']",Neutral,0,Positive,0.9389052987098694
3328,2024-02-12T12:49:09,کاظمی راد,مکانیک,مبانی بیومکانیک,,,,,,,,,مکانیک,,سیاوش کاظمی راد,نامشخص,نامشخص,[],Neutral,0,Neutral,0.0
3329,2024-02-12T22:25:05,سید صالح اعتمادی,مهندسی کامپیوتر,مبانی کامپیوتر و برنامه سازی- کارگاه کامپیوتر,مهر ۱۴۰۲,"تدریس خوبی دارند و مطالب زیادی در طول ترم آموزش میدن که کاربردی هستند و قدیمی نیستند
رفتارشون با دخترا فرق داره و به عنوان یک پسر میتونین احساس بدی کنین تو‌ کلاس 
نمره دهی خوبه.",8.0,10.0,9.0,9.0,8.0,5.0,مهندسی کامپیوتر,تدریس خوبی دارند و مطالب زیادی در طول ترم اموزش میدن که کاربردی هستند و قدیمی نیستند رفتارشون با دخترا فرق داره و به عنوان یک پسر میتونین احساس بدی کنین تو کلاس نمره دهی خوبه.,سید صالح اعتمادی,منصفانه,آزاد,"['تدریس', 'مطالب', 'ترم', 'آموزش', 'میدن', 'کاربردی', 'قدیمی', 'رفتارشون', 'دخترا', 'فرق', 'داره', 'عنوان', 'پسر', 'میتونین', 'احساس', 'بدی', 'کنین', 'کلاس', 'نمره', 'دهی', 'خوبه', '.']",Neutral,0,Positive,0.8632152676582336
3330,2024-02-12T22:25:41,صالح اعتمادی,مهندسی کامپیوتر,ساختمان داده,مهر 1402,"تدریس به صورت فلیپ هس و خود استاد تدریسی انجام نمیدن و تمرینی نمیدن و صرفا ویدیوهای کورسرا و تمرینای همونجاس
نمره دهیشون به شدت ریز و دقیقه
خیلی هم رو تقلب حساس هستن
کار خیلی زیادی ازتون میکشن و تو طول ترم اگه تمرکز اصلیتون این درس باشه بازم حتی ممکنه نرسونید به ددلاینا
اما نکته مثبتش اینه که هم مدرک کورسرا میگیرین هم درسو خوب یاد میگیرین",10.0,8.0,7.0,5.0,8.0,9.0,مهندسی کامپیوتر,تدریس به صورت فلیپ هس و خود استاد تدریسی انجام نمیدن و تمرینی نمیدن و صرفا ویدیوهای کورسرا و تمرینای همونجاس نمره دهیشون به شدت ریز و دقیقه خیلی هم رو تقلب حساس هستن کار خیلی زیادی ازتون میکشن و تو طول ترم اگه تمرکز اصلیتون این درس باشه بازم حتی ممکنه نرسونید به ددلاینا اما نکته مثبتش اینه که هم مدرک کورسرا میگیرین هم درسو خوب یاد میگیرین,سید صالح اعتمادی,منصفانه,آزاد,"['تدریس', 'صورت', 'فلیپ', 'هس', 'استاد', 'تدریسی', 'انجام', 'نمیدن', 'تمرینی', 'نمیدن', 'صرفا', 'ویدیوهای', 'کورسرا', 'تمرینای', 'همونجاس', 'نمره', 'دهیشون', 'شدت', 'ریز', 'دقیقه', 'تقلب', 'حساس', 'هستن', 'کار', 'ازتون', 'میکشن', 'ترم', 'اگه', 'تمرکز', 'اصلیتون', 'درس', 'باشه', 'بازم', 'ممکنه', 'نرسونید', 'ددلاینا', 'نکته', 'مثبتش', 'اینه', 'مدرک', 'کورسرا', 'میگیرین', 'درسو', 'یاد', 'میگیرین']",Neutral,0,Neutral,0.0
3331,2024-02-12T23:32:44,سید حسین سجادی,معارف,اندیشه ۲,مهر 402,چیزی اضافه ایی نیست,10.0,8.0,9.0,9.0,9.0,9.0,معارف,چیزی اضافه ایی نیست,سید حسین سجادی,منصفانه,سخت‌گیر,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
3332,2024-02-13T07:33:09,هنگامه تمیمی,ریاضی,ریاضی ۱,مهر 1401,چیزی اضافه ایی نیست,8.0,8.0,8.0,10.0,10.0,10.0,ریاضی,چیزی اضافه ایی نیست,هنگامه تمیمی,آسان,آزاد,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
3333,2024-02-13T17:47:02,عبدالله امیرخانی شهرکی,مهندسی خودرو,1- پردازش سیگنال در خودرو 2- یادگیری ماشین,اول و دوم ۱۴۰۲,تخصص ایشون هوش مصنوعی، یادگیری ماشین، یادگیری عمیق می‌باشد و در حوزه پردازش تصویر راهنمای خوبی می‌باشند,10.0,10.0,9.0,9.0,6.0,8.0,مهندسی خودرو,تخصص ایشون هوش مصنوعی، یادگیری ماشین، یادگیری عمیق می باشد و در حوزه پردازش تصویر راهنمای خوبی می باشند,عبدالله امیرخانی شهرکی,منصفانه,آزاد,"['تخصص', 'ایشون', 'هوش', 'مصنوعی', '،', 'یادگیری', 'ماشین', '،', 'یادگیری', 'عمیق', 'حوزه', 'پردازش', 'تصویر', 'راهنمای', 'می\u200cباشند']",Neutral,0,Positive,0.9549171328544617
3334,2024-02-13T17:47:07,هنگامه تمیمی,ریاضی,ریاضی ۱,مهر ۴۰۲,استاد بسیار خوبی هستند و اگر برای دانشجو مشکلی پیش بیاد سطح همکاری بالایی با دانشجو دارن,10.0,10.0,10.0,9.0,10.0,10.0,ریاضی,استاد بسیار خوبی هستند و اگر برای دانشجو مشکلی پیش بیاد سطح همکاری بالایی با دانشجو دارن,هنگامه تمیمی,آسان,آزاد,"['استاد', 'دانشجو', 'مشکلی', 'بیاد', 'سطح', 'همکاری', 'بالایی', 'دانشجو', 'دارن']",Neutral,0,Positive,0.9701888561248779
3335,2024-02-13T17:47:14,پونه نایبی,فیزیک,آزمایشگاه فیزیک ۲,مهر ۱۴۰۲,"استاد سر نوشتن گزارش های آزمایش ها سخت گیری می‌کنند که این به نفع ما بود، چون باعث شد نمره کامل رو از این موضوع بگیریم.  
در مجموع توصیه میشه",7.0,7.0,8.0,10.0,10.0,10.0,فیزیک,استاد سر نوشتن گزارش های ازمایش ها سخت گیری می کنند که این به نفع ما بود، چون باعث شد نمره کامل رو از این موضوع بگیریم. در مجموع توصیه میشه,پونه نایبی,آسان,سخت‌گیر,"['استاد', 'سر', 'نوشتن', 'گزارش\u200cهای', 'آزمایش\u200cها', 'سخت\u200cگیری', 'نفع', '،', 'نمره', 'موضوع', 'بگیریم', '.', 'مجموع', 'توصیه', 'میشه']",Neutral,0,Positive,0.9383023381233215
3336,2024-02-13T21:05:48,دکتر رحیم خانی زاد,مهندسی پیشرفت,تجارت و کسب و کار الکترونیک,مهر1402,فوق العاده شریف و با دانش و سواد بی نظیر,10.0,10.0,10.0,10.0,10.0,10.0,مهندسی پیشرفت,فوق العاده شریف و با دانش و سواد بی نظیر,رحیم خانی زاد,آسان,آزاد,"['فوق\u200cالعاده', 'شریف', 'دانش', 'سواد', 'بی\u200cنظیر']",Neutral,0,Positive,0.9679105877876282
3337,2024-02-15T11:02:04,بابک امیری,مهندسی صنایع,مدل های کسب و کار و خلق ارزش,مهر ۱۴۰۲,"اگر میخواید به اندازه نصف تلاش هاتونم نتیجه نگیرید با این استاد کلاس بردارید

نحوه تدریسشون مشارکتی بود. اخر ترم یه کتاب ۲۰۰ صفحه ای برای امتحان معرفی کردن که حتی یه سوالم ازش نیومد. عملا همه سر امتحان شوک شدن

حتی یک دقیقه تاخیر رو هم غیبت میزدن. یه پروژه داشتن که قرار بود یه کلاس انلاین برگزار کنن و نرم افزار مورد نیاز پروژه رو یاد بدن که تا دو روز قبل تحویل پروژه این موضوعو کش دادن اخرم کلاسی برگزار نکردن.
در نهایت نمره های فضایی به همه دادن. تعداد زیادی از بچه ها رو انداختن و هیچگونه پاسخگویی بابت ریز نمرات نداشتن",1.0,1.0,1.0,1.0,1.0,1.0,مهندسی صنایع,اگر میخواید به اندازه نصف تلاش هاتونم نتیجه نگیرید با این استاد کلاس بردارید نحوه تدریسشون مشارکتی بود. اخر ترم یه کتاب ۲۰۰ صفحه ای برای امتحان معرفی کردن که حتی یه سوالم ازش نیومد. عملا همه سر امتحان شوک شدن حتی یک دقیقه تاخیر رو هم غیبت میزدن. یه پروژه داشتن که قرار بود یه کلاس انلاین برگزار کنن و نرم افزار مورد نیاز پروژه رو یاد بدن که تا دو روز قبل تحویل پروژه این موضوعو کش دادن اخرم کلاسی برگزار نکردن. در نهایت نمره های فضایی به همه دادن. تعداد زیادی از بچه ها رو انداختن و هیچگونه پاسخگویی بابت ریز نمرات نداشتن,بابک امیری,سخت‌گیر,سخت‌گیر,"['میخواید', 'اندازه', 'نصف', 'تلاش', 'هاتونم', 'نتیجه', 'نگیرید', 'استاد', 'کلاس', 'بردارید', 'تدریسشون', 'مشارکتی', '.', 'اخر', 'ترم', 'یه', 'کتاب', '۲۰۰', 'صفحه\u200cای', 'امتحان', 'معرفی', 'یه', 'سوالم', 'ازش', 'نیومد', '.', 'عملا', 'سر', 'امتحان', 'شوک', 'دقیقه', 'تاخیر', 'غیبت', 'میزدن', '.', 'یه', 'پروژه', 'قرار', 'یه', 'کلاس', 'انلاین', 'برگزار', 'کنن', 'نرم\u200cافزار', 'پروژه', 'یاد', 'بدن', 'روز', 'تحویل', 'پروژه', 'موضوعو', 'کش', 'اخرم', 'کلاسی', 'برگزار', 'نکردن', '.', 'نهایت', 'نمره\u200cهای', 'فضایی', '.', 'بچه\u200cها', 'انداختن', 'هیچگونه', 'پاسخگویی', 'بابت', 'ریز', 'نمرات', 'نداشتن']",Neutral,0,Negative,-0.8705544471740723
3338,2024-02-15T11:02:26,فرزان حدادی,برق,مخابرات دیجیتال-بلاکچین,مهر 1402,"استاد درسی که میدهند را بلد هستن اما تدریس مناسب نیست و همه دروسی که ارائه میکنند به صورت حفظی در می آورند و جزوه باید بنویسید 
امتحاناتشون سعی میکنند بسیار سخت طرح کنند حتی مباحث ساده رو به سخت ترین حالا در می آورند
در انتها به دلیل پایین بودن معدل کلاس نمودار میزنند
اگر دنبال یادگیری هستین این استاد زیاد مناسب نیست اما با حفظ مطالبی که میگن و نمره حل تمرین که خیلی مهم هست میتونید دروس رو پاس کنید یا نمرات مناسبی بگیرین",8.0,5.0,4.0,10.0,6.0,7.0,برق,استاد درسی که میدهند را بلد هستن اما تدریس مناسب نیست و همه دروسی که ارائه میکنند به صورت حفظی در می اورند و جزوه باید بنویسید امتحاناتشون سعی میکنند بسیار سخت طرح کنند حتی مباحث ساده رو به سخت ترین حالا در می اورند در انتها به دلیل پایین بودن معدل کلاس نمودار میزنند اگر دنبال یادگیری هستین این استاد زیاد مناسب نیست اما با حفظ مطالبی که میگن و نمره حل تمرین که خیلی مهم هست میتونید دروس رو پاس کنید یا نمرات مناسبی بگیرین,فرزان حدادی,سخت‌گیر,آزاد,"['استاد', 'درسی', 'بلد', 'هستن', 'تدریس', 'دروسی', 'ارائه', 'صورت', 'حفظی', 'می\u200cآورند', 'جزوه', 'بنویسید', 'امتحاناتشون', 'سخت', 'طرح', 'مباحث', 'ساده', 'سخت\u200cترین', 'می\u200cآورند', 'انتها', 'دلیل', 'پایین', 'معدل', 'کلاس', 'نمودار', 'می\u200cزنند', 'دنبال', 'یادگیری', 'هستین', 'استاد', 'حفظ', 'مطالبی', 'میگن', 'نمره', 'تمرین', 'هست', 'میتونید', 'دروس', 'پاس', 'نمرات', 'مناسبی', 'بگیرین']",Neutral,0,Neutral,0.0
3339,2024-02-15T11:02:34,محمد جواد جنتی,برق,ریاضیات رمزنگاری,مهر 1402,"استاد جوان با فرهنگ و با حوصله ای هستن 
و راه های زیادی برای کسب نمره میگذارند و شمارو تشویق به تحقیق و آموزش میکنند
شیوه بیان خوبی دارند و مطالب سخت را به راحتی تدریس میکنند
همچنین میشه ازشون نمره خوبی گرفت",10.0,10.0,10.0,10.0,10.0,10.0,برق,استاد جوان با فرهنگ و با حوصله ای هستن و راه های زیادی برای کسب نمره میگذارند و شمارو تشویق به تحقیق و اموزش میکنند شیوه بیان خوبی دارند و مطالب سخت را به راحتی تدریس میکنند همچنین میشه ازشون نمره خوبی گرفت,محمود جواد جنتی,منصفانه,آزاد,"['استاد', 'جوان', 'فرهنگ', 'حوصله\u200cای', 'هستن', 'راه\u200cهای', 'کسب', 'نمره', 'می\u200cگذارند', 'شمارو', 'تشویق', 'تحقیق', 'آموزش', 'شیوه', 'مطالب', 'سخت', 'راحتی', 'تدریس', 'میشه', 'ازشون', 'نمره']",Neutral,0,Positive,0.9753259420394897
3340,2024-02-15T16:12:58,نرگس هوشمند همدانی,معارف,زبان عمومی,مهر 1402,در کل استاد خوبی ان ولی ممکنه کلاسشون برای کسایی که زبان خوب بلدن یه کم خسته کننده باشه,9.0,10.0,9.0,9.0,10.0,8.0,معارف,در کل استاد خوبی ان ولی ممکنه کلاسشون برای کسایی که زبان خوب بلدن یه کم خسته کننده باشه,نرگس هوشنمد همدانی,منصفانه,سخت‌گیر,"['استاد', 'خوبی\u200cان', 'ممکنه', 'کلاسشون', 'کسایی', 'زبان', 'بلدن', 'یه', 'خسته\u200cکننده', 'باشه']",Neutral,0,Positive,0.8096276521682739
3341,2024-02-15T16:13:08,عبدالرسول میرقدری,ریاضی,ریاضی ۱,مهر 1402,"نمی تونن مطلب رو خوب به دانشجو انتقال بدن و سرعت نوشتنشون بالاست
مبنای نمره دادنشون هم اینه که دانشجو اگه سر کلاس فعال بوده و به فامیل بشناسه نمره میده و اگر امتحان رو خوب بنویسید ولی نشناستتون، نمره کامل نمیدن",6.0,4.0,4.0,7.0,3.0,7.0,ریاضی,نمی تونن مطلب رو خوب به دانشجو انتقال بدن و سرعت نوشتنشون بالاست مبنای نمره دادنشون هم اینه که دانشجو اگه سر کلاس فعال بوده و به فامیل بشناسه نمره میده و اگر امتحان رو خوب بنویسید ولی نشناستتون، نمره کامل نمیدن,عبدالرسول میرقدری,سخت‌گیر,آزاد,"['نمی\u200cتونن', 'مطلب', 'دانشجو', 'انتقال', 'بدن', 'سرعت', 'نوشتنشون', 'بالاست', 'مبنای', 'نمره', 'دادنشون', 'اینه', 'دانشجو', 'اگه', 'سر', 'کلاس', 'فعال', 'فامیل', 'بشناسه', 'نمره', 'میده', 'امتحان', 'بنویسید', 'نشناستتون', '،', 'نمره', 'نمیدن']",Neutral,0,Neutral,0.0
3342,2024-02-15T16:13:14,مصطفی حسینعلی پور,مکانیک,دینامیک سیالات محاسباتی,قبل از سال 94,چیزی اضافه ایی نیست,8.0,9.0,7.0,7.0,8.0,8.0,مکانیک,چیزی اضافه ایی نیست,سید مصطفی حسینعلی پور,سخت‌گیر,آزاد,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
3343,2024-02-15T22:13:09,محمد عبداللهی ازگمی,مهندسی کامپیوتر,ارزیابی کارایی سیستم‌های کامپیوتری,مهر 1401,درس کسل کننده می‌باشد. برای گرفتن نمره محبورید کتاب ایشان را هم خریداری کنید. توصیه نمیکنم,6.0,5.0,6.0,8.0,7.0,7.0,مهندسی کامپیوتر,درس کسل کننده می باشد. برای گرفتن نمره محبورید کتاب ایشان را هم خریداری کنید. توصیه نمیکنم,محمد عبداللهی ازگمی,سخت‌گیر,سخت‌گیر,"['درس', 'کسل\u200cکننده', '.', 'گرفتن', 'نمره', 'محبورید', 'کتاب', 'خریداری', '.', 'توصیه', 'نمی\u200cکنم']",Neutral,0,Negative,-0.7868497371673584
3344,2024-02-15T22:13:12,مهدی عصاره,مهندسی شیمی,رفتار فازی سیالات مخزن,مهر 1402,بسیار محترم هستند و با دانشجو راه میان.,10.0,10.0,8.0,10.0,10.0,10.0,مهندسی شیمی,بسیار محترم هستند و با دانشجو راه میان.,مهدی عصاره,آسان,آزاد,"['محترم', 'دانشجو', '.']",Positive,1,Positive,0.9031767249107361
3345,2024-02-15T22:16:23,زینب دیده خانی,ریاضی,ریاضی۱,مهر ۴۰۲,"استاد تسلط کافی روی درس ندارن و از روی جزوه ای که دستشونه صرفا کپی میکنن و هیچ توضیح اضافه ای نمیدن و اگر سوالی از ایشون بپرسین توانایی پاسخگویی ندارند.
توی جزوه شون چیز های غیر ضروری ای دارن که اصلا به کار نمیان و جزو بودجه بندی امتحان نیستن.
بعد از تموم شدن هرفصل تکلیف های اون فصل رو داخل lms باید براشون اپلود کنین.
نمره دهی امتحانشون هم بسیار ریز و دقیق هست و توی نمره هم هیچ ارفاقی نمیکنن.
کلا سر کلاس ایشون رفتن بیهوده است و اگر تنها انتخابتون هم بود،برندارین.",3.0,1.0,1.0,3.0,1.0,1.0,ریاضی,استاد تسلط کافی روی درس ندارن و از روی جزوه ای که دستشونه صرفا کپی میکنن و هیچ توضیح اضافه ای نمیدن و اگر سوالی از ایشون بپرسین توانایی پاسخگویی ندارند. توی جزوه شون چیز های غیر ضروری ای دارن که اصلا به کار نمیان و جزو بودجه بندی امتحان نیستن. بعد از تموم شدن هرفصل تکلیف های اون فصل رو داخل lms باید براشون اپلود کنین. نمره دهی امتحانشون هم بسیار ریز و دقیق هست و توی نمره هم هیچ ارفاقی نمیکنن. کلا سر کلاس ایشون رفتن بیهوده است و اگر تنها انتخابتون هم بود،برندارین.,زینب دیده خانی,سخت‌گیر,سخت‌گیر,"['استاد', 'تسلط', 'درس', 'ندارن', 'جزوه\u200cای', 'دستشونه', 'صرفا', 'کپی', 'میکنن', 'توضیح', 'اضافه\u200cای', 'نمیدن', 'سوالی', 'ایشون', 'بپرسین', 'توانایی', 'پاسخگویی', '.', 'توی', 'جزوه', 'شون', 'چیز\u200cهای', 'ضروری\u200cای', 'دارن', 'اصلا', 'کار', 'نمیان', 'جزو', 'بودجه\u200cبندی', 'امتحان', 'نیستن', '.', 'تموم', 'هرفصل', 'تکلیف\u200cهای', 'اون', 'فصل', 'داخل', 'lms', 'براشون', 'اپلود', 'کنین', '.', 'نمره', 'دهی', 'امتحانشون', 'ریز', 'دقیق', 'هست', 'توی', 'نمره', 'ارفاقی', 'نمیکنن', '.', 'کلا', 'سر', 'کلاس', 'ایشون', 'رفتن', 'بیهوده', 'انتخابتون', '،', 'برندارین', '.']",Neutral,0,Negative,-0.641211748123169
3346,2024-02-16T00:27:08,عبدالرسول میرقدری,ریاضی,ریاضی عمومی ۱,مهر ۱۴۰۲,"فقط اگه ترم ۱ نیستین ،بمیرید هم با این استاد بر ندارید
هر سوالی که در کلاس پرسیده میشه ،فقط نگاه میکنن 
وضعیت اصلاح کردنشون تو امتحانات خیلی بده.
درکل اگه ممکنه اون ترم درس مربوط به ریاضی رو برندارید ولی سراغ این استاد رو نگیرید",3.0,2.0,1.0,2.0,1.0,7.0,ریاضی,فقط اگه ترم ۱ نیستین ،بمیرید هم با این استاد بر ندارید هر سوالی که در کلاس پرسیده میشه ،فقط نگاه میکنن وضعیت اصلاح کردنشون تو امتحانات خیلی بده. درکل اگه ممکنه اون ترم درس مربوط به ریاضی رو برندارید ولی سراغ این استاد رو نگیرید,عبدالرسول میرقدری,سخت‌گیر,سخت‌گیر,"['اگه', 'ترم', '۱', 'نیستین', '،', 'بمیرید', 'استاد', 'ندارید', 'سوالی', 'کلاس', 'پرسیده', 'میشه', '،', 'نگاه', 'میکنن', 'وضعیت', 'اصلاح', 'کردنشون', 'امتحانات', 'بده', '.', 'درکل', 'اگه', 'ممکنه', 'اون', 'ترم', 'درس', 'ریاضی', 'برندارید', 'سراغ', 'استاد', 'نگیرید']",Neutral,0,Positive,0.6827915906906128
3347,2024-02-16T08:21:58,حمید مدرسی,معارف,اندیشه 1,بهمن 1401,"استاد خوبیه ولی نمیدونم چرا انقدر کلاساش کمه 
کتاب اندیشه اسلامی ۱ رو درس میده ولی خیلی کلاس خسته کننده نیست و زیاد حاشیه نمیره.
آدم مودب و آرومیه با دانشجوها.
امتحانش تشریحی بود اما سوالا سخت نبود دقیقا از همون کتابه بود و میشد نمره بگیری.
نهاد نداشت ولی میتونستی با ارائه دادن نمره اضافه بگیری.",10.0,10.0,10.0,10.0,8.0,10.0,معارف,استاد خوبیه ولی نمیدونم چرا انقدر کلاساش کمه کتاب اندیشه اسلامی ۱ رو درس میده ولی خیلی کلاس خسته کننده نیست و زیاد حاشیه نمیره. ادم مودب و ارومیه با دانشجوها. امتحانش تشریحی بود اما سوالا سخت نبود دقیقا از همون کتابه بود و میشد نمره بگیری. نهاد نداشت ولی میتونستی با ارائه دادن نمره اضافه بگیری.,حمید مدرسی,منصفانه,سخت‌گیر,"['استاد', 'خوبیه', 'نمیدونم', 'انقدر', 'کلاساش', 'کمه', 'کتاب', 'اندیشه', 'اسلامی', '۱', 'درس', 'میده', 'کلاس', 'خسته\u200cکننده', 'حاشیه', 'نمیره', '.', 'آدم', 'مودب', 'آرومیه', 'دانشجوها', '.', 'امتحانش', 'تشریحی', 'سوالا', 'سخت', 'دقیقا', 'همون', 'کتابه', 'نمره', 'بگیری', '.', 'نهاد', 'نداشت', 'میتونستی', 'ارائه', 'نمره', 'اضافه', 'بگیری', '.']",Neutral,0,Positive,0.7152215838432312
3348,2024-02-16T08:22:03,سعیدرضا مساح,مهندسی عمران,سازه های فولادی پیشرفته,مهر 1401,کیفت تدریس رضایت بخش نیست.,2.0,1.0,2.0,3.0,1.0,3.0,مهندسی عمران,کیفت تدریس رضایت بخش نیست.,سعیدرضا مساح,سخت‌گیر,سخت‌گیر,"['کیفت', 'تدریس', 'رضایت\u200cبخش', '.']",Neutral,0,Negative,-0.5025348663330078
