id,date,professor_name_raw,department,course_name,grading_status_raw,attendance_status_raw,term,comment_text,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6
1814,2023-01-29T08:17:12,نیکنام,مکانیک,کنترل عددی,,,,,,,,,,
1815,2023-01-29T08:17:12,نیکنام,مکانیک,آزمایشگاه کنترل عددی,,,,,,,,,,
1816,2023-01-29T08:17:20,خرمی شاد,مکانیک,طراحی اجزا ۱,,,,,,,,,,
1817,2023-01-29T08:17:29,بهرامیان,علوم پایه,آزمایشگاه فیزیک۱,,,,,,,,,,
1819,2023-01-29T08:27:47,شجاعی فرد,مکانیک,انتقال حرارت,,,,,,,,,,
1820,2023-01-29T08:28:22,طاهری,مکانیک,طراحی اجزا ۱,,,,,,,,,,
1821,2023-01-29T08:50:58,اشرفی,مکانیک,مقاومت مصالح ۳,,,,,,,,,,
1822,2023-01-29T08:53:20,یعقوبی فر,علوم پایه,ریاضی ۱,,,,,,,,,,
1823,2023-01-29T09:45:06,دکتر محمد حسین کهائی,برق,پردازش سیگنال های دیجیتال,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,"دکتر کهائی جزوه ای دارند که باید پرینت بگیرید وسرکلاس کامل میکنید و فوق العاده جزوه کاملی هست.شیوه تدریسشون فوق العاده است.تمام تلاششون رو میکنند که دانشجو درس رو متوجه بشه.تقریبا یه ربع تا بیست دقیقه اول هرجلسه رو به مرور جلسه قبل می پردازند.TA دونفر بود.۶تا کوئیز داشتیم دوتا تمرین متلب و۵ سری هم تمرین و خدایی خوب بودند و خیلی به ما کمک کردند و اصلا اذیت نمیکردند واسه تاریخ تحویل تمرین و پروژه متلب وخوب نمره دادند.
واینکه سطح سوالات استاد درحد جزوه است و اگر به جزوه مسلط باشید و تمرین هاشو حل کنید میشه نمره خوب گرفت.۱۸به بالا.",10.0,10.0,10.0,9.0,7.0,7.0
1824,2023-01-29T09:45:14,حسین سلیمانی,برق,مخابرات سلولی,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"سه سری تمرین،که کامل میشی.
دوتا میانترم، که راحت ۹۰درصد رو میگیری.
یه ارائه، از ۳ حدودا ۲ به بالا میدن.
پایانترم حجمش خیلی زیاده،وخیلی سوال دادند و نمره بالا گرفتن به سادگی نیست.
اخرترم یکم ارفاق میکنند.
کلا خوب نمره میدن.خیلی درگیر ریاضیات نمیشن و کلیات رو میگن.",8.0,5.0,5.0,8.0,3.0,9.0
1825,2023-01-29T10:09:05,دکتر شاهرخ فرهمند,برق,فرایند تصادفی,دست باز و با ارفاق,حضور و غیاب نمی کند,مهر 1401,بسیار بااخلاق و محترم.بسیار تئوری.عاشق ریاضیات.سوال میانترم ساده،پایانترم سنگین و سخت.۴نمره حل تمرین.یه میانترم و یه پایانترم. به صورت کلی شیفت میدن و میانگین کلاس رو به ۱۵.۵ میرسونن.جزوه نوشتن سرکلاسشون خیلی سخته.,7.0,8.0,9.0,6.0,10.0,10.0
1826,2023-01-29T10:17:46,شاهرخ حسینی هاشمی,مکانیک,دینامیک,دست باز و با ارفاق,حضور و غیاب نمی کند,مهر 1401,"استاد بسیار به شکل مفهومی این درس رو ارائه میدن و اگر باهاشون مطالعه داشته باشید، دینامیک رو یاد میگیرید.
اخلاقشون بر خلاف ترم های گذشته خیلی بهتر و خوش رو و مهربان بودن
یک امتحان پایان ترم داشتن که نصفش از جزوه و نصفش سطح بالا بود
در کل در بین اساتید دینامیک، پیشنهاد میشه",10.0,10.0,10.0,10.0,10.0,10.0
1827,2023-01-29T10:17:53,امین بازیاری,مهندسی شیمی,موازنه انرژی و مواد,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,"از لحاظ تدریس خوبه 
اما هیچ معیاری برای نمره دادن نداره 
۵ نمره دست تی ای هست اما در واقعیت  هر کسی کامل بگیره ۲ نمره بهش میده و به همین ترتیب میاد پایین 
کسانی که سر کلاس فعال بودن و امتحان رو هم خوب دادن با کسانی که در کلاس نبودن و امتحان هم خراب کردن کلا نیم نمره فرق داشتن
اصلا اینطور نیست که همرو پاس کنه کسایی افتادن که فکرشم نمیکردن",10.0,8.0,9.0,1.0,1.0,10.0
1828,2023-01-29T10:21:06,قره قانی,مکانیک,موتورهای احتراق داخلی,,,,,,,,,,
1829,2023-01-29T10:24:36,میرزا محمدی,صنایع,اقتصاد کلان,,,,,,,,,,
1830,2023-01-29T10:24:36,خطیبی,صنایع,مبانی برنامه نویسی,,,,,,,,,,
1831,2023-01-29T10:24:36,دهقانی,صنایع,تئوری احتمالات,,,,,,,,,,
1832,2023-01-29T10:24:36,اساتید سلحشور و جعفرفرد,علوم پایه,فیزیک۲,,,,,,,,,,
1833,2023-01-29T10:42:48,علی پارسا,ریاضی,محاسبات عددی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"خیلی سریع درس میدن و تند تند جلو میرن
امتحان پایانترم و میانترم هماهنگ بود و سطح سوالات میانترم واقعا سخت بود. پروژه هم دادن که خیلی سنگین بود و تحویل پروژه خودش یه پروژه بود :/ باید تصویر کد رو چاپ میکردیم و روی CD تحویل میدادیم! تمرین ها رو هم باید بصورت فیزیکی تحویل میدادیم. دست باز تصحیح نمیکنن و نمره پایانیتون از چیزی که فکر میکنید خیلی کمتره. با وجود تدریس خوب ولی در کل اصلا پیشنهاد نمیشه",10.0,9.0,6.0,4.0,3.0,10.0
1834,2023-01-29T10:53:28,برات مجردی,مهندسی عمران,کابرد آر اس و جی آی اس,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,بهمن 97,"استاد خوبی هستند از نظر اخلاقی و رفتاری. 
حجم مطالبی که تدریس میکنن خیلی زیاده چیزی حدود 1000اسلاید یا بیشتر. 
برای اینکه نمره خوبی بگیرید حتما باید تو کلاس حاضر باشید و جزوه نویسی انجام بدید 
امتحان هم براساس صحبت های کلاسه.
یه پروژه هم میدن که تاثیر مثبتی داره تو نمره پایان ترم
من نمره خوبی ازشون گرفتم. دقیق یام نمیاد اما بالای 19 بود.
اگر همراه استاد درس رو بخونید وقت کم نمیارید و نمره خوبی میگیرید.",4.0,6.0,5.0,7.0,8.0,10.0
1835,2023-01-29T11:13:36,علی پارسا,ریاضی,محاسبات عددی,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,استاد بسیار باسوادی هستند و با علاقه تدریس می‌کنند . جز انتخاب های اولتون باشه.,10.0,10.0,10.0,10.0,10.0,10.0
1836,2023-01-29T12:11:47,یحیی پور,برق,ریاضی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,تابستان 99,چیزی اضافه ایی نیست,8.0,4.0,5.0,2.0,8.0,3.0
1837,2023-01-29T12:11:49,منصور سلطانیه,مهندسی مواد,اصول استخراج فلزات,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0
1839,2023-01-29T13:11:57,رامین هاشمی,مکانیک,شناخت فلزات,,,,,,,,,,
1840,2023-01-29T13:23:03,محمد مهدی عبیری,مکانیک,نقشه کشی صنعتی ۱,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,اگه برای نمره میخواید این درس رو بردارید پیشنهاد نمیکنم.,3.0,9.0,10.0,8.0,2.0,6.0
1841,2023-01-29T14:10:00,محمد مهدی عبیری,مکانیک,نقشه کشی صنعتی ۱,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"اگر میخواید نقشه کشی رو به عنوان یکی از درسایی که بالای ۱۸ میشید بردارید و با این استاد داشتین
موفق باشین😂",8.0,10.0,10.0,8.0,8.0,10.0
1842,2023-01-29T15:48:59,امین بازیاری,مهندسی شیمی,سینتیک و طراحی راکتور,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,RUN,7.0,4.0,5.0,5.0,4.0,5.0
1843,2023-01-29T16:28:04,مجید سیاوشی,مکانیک,مکانیک سیالات ۲,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,در طول ترم همه کار میکنه و اونقدر دانشجوها رو اذیت میکنه تا مجبور بشن حذف کنن و فکر میکنه اینطوری شاخ تره. طرز برخوردش هم با دانشجوها افتضاحه. حتی یک قدم هم با بچه ها راه نمیاد. توانایی انتقال مفهومش هم خوب نیست یه سری ویدیو میذاره تو ال ام اس که باید اونارو ببینیم و درسو یاد بگیریم. سطح امتحان پایان ترم و میانترمش ده بیست لول از سطح تدریسش بالاتره و هیچ ارفاقی هم که نمیکنه هیچ، بلکه نمره ات رو هم پایین تر میده. دوتا تی ای بیسواد هم این ترم داشت که هیچی بلد نبودن و فقط کارشون اپلود تمرین و حل اونا از روی حل المسائل سر کلاس بود.,2.0,3.0,2.0,1.0,1.0,1.0
1844,2023-01-29T17:18:32,جعفر فرد,فیزیک,فیزیک ۲,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,"اگر فیلم های خودشون رو کامل ببینید و مسلط باشید روی نکاتی که میگن 
راحت بالای ۱۸ میگیرید
البته این ترم امتحان پایانترم واقعا سخت بود ولی  با دست باز تصحیح کردن  
حدود ۴ نمره به همه ارفاق میکنن",10.0,10.0,10.0,10.0,10.0,10.0
1845,2023-01-29T17:52:37,رضا تقوی,مکانیک,مکانیک سیالات ۱ - مکانیک سیالات ۲,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1400,"استاد به شدت بد تصحیح هست و این موضوع رو میشه از نمرات داشنجویان و تعداد کسانی که مجبور میشن درس رو حدف کنن متوجه شید،

البته این نکته رو هم بگم که کلا درس مکانیک سیالات درس بیخودیه و سختی و گنگ بودن درس زیاد ربطی به ایشون نداره",8.0,10.0,7.0,1.0,1.0,7.0
1847,2023-01-29T19:42:02,مریم بحرینی,فیزیک,فیزیک پایه ۱,نمره خوبی نمیشه ازشون گرفت,یادم نمیاد,مهر 1401,"عجیب ترین استادی بودن ک تاحالا داشتم 
شاید باورتون نشه اما دکتررر بلد نبودن سوال حل کنن 
درسو از‌ روی پاور میدادن بعد ب نمونه سوال ک میرسیدن میگفتن خب حالا کی بلده اینو حل کنه؟؟!
امتحان میان ترمو واقعا فاجعه تصحیح کردن 
کلاسشونم بعضی وقتا تا نیم ساعت دیر شروع می‌شد و اصلا تلف شدن وقت دانشجو براشون مهم نبود 
اخرشم میگفتن میبرن رو نمودار که نبردن و تقریبا ۴۰ درصد کلاس افتادن
و ۵۰ درصد هم بین ۱۰تا ۱۵ شدن 
خیلی ها هم کلا حذف کردن درسو 
در کل از اسمشونم فرار کنید",5.0,1.0,1.0,4.0,10.0,5.0
1848,2023-01-29T20:58:15,مریم بحرینی,فیزیک,فیزیک 1,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,استاد بسیار خوش اخلاقن و کلاسشون پر انرژیه ولی یه مقدار تسلطشون به مبحث کمه و سر بعضی سوالات گیر میکنن تمارین هر فصل هالیدی رو باید ارسال کنیم ولی سخت نمیگیرن و هر چند تا بزنی و هر زمانی بفرستی قبول میکنن در نهایت توی تصحیح خیلی سخت گیر و دقیقن به جاش دو سه نمره ارفاق میکنن ولی از نظر من تدریسشون به حدیه که مجبور میشن ارفاق کنن که نمرات بچه ها از کلاسهای دیگه پایین تر نیاد,8.0,6.0,7.0,9.0,10.0,10.0
1849,2023-01-29T20:58:24,مریم بحرینی,فیزیک,فیزیک ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"استاد گفتن همایششون بریم نمره اضافه میکنن یا حتی روز دانشجو ولی اینکارو نکردن 
از رو پی دی اف میخوندن و سوال حل نمیکردن یه تی ای داشتن ک یه هفته در میون بود و دوتا سوال نهایتا از رو هالیدی کپی پیست میکرد",4.0,3.0,5.0,3.0,6.0,6.0
1850,2023-01-29T21:38:26,مریم بحرینی,فیزیک,فیزیک1,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"اگه فیزیکو خودتون اوسایین مسلطین و به استاد نیاز ندارین باهاش وردارین 
من که یک کلمه از توضیحاتشو نمیفهمیدم بجای اینکه وقت بزاره مسئله حل کنه اثبات فرمولو وا میکرد توضیح میداد نمیدونم واقعا چه اهمیتی داشت این کار
ولی باز شانس اوردم نیافتادم فک کنم بخاطر اینکه غیبت نداشتم و پایان ترم یکم بهتر از میان ترمم بود که با دهن سرویسی خونده بودم تو یکی دو روز",4.0,8.0,2.0,6.0,5.0,9.0
1851,2023-01-29T22:45:01,دکتر سلمان موحدی,مهندسی شیمی,انتقال حرارت ۱ و ۲,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,استادی هستند که سر کلاسشون چیز خاصی یاد نمیگیرید.کلاسی به شدت خواب آور دارن و خیلی خسته کننده.معمولا دو تا میانترم میگیرن که هر دو جور سوال داره تستی و تشریحی. سوالا تستیشونو یه جور میدن که نتونی راحت جواب بدی‌.آخرشم نمره خوبی بهتون نمیدن.در کل پیشنهاد میشه با ایشون برندارید که به شدت پشیمون میشید,4.0,6.0,1.0,1.0,7.0,1.0
1852,2023-01-29T23:08:44,امید وحیدی,مهندسی شیمی,کارگاه نرم افزار,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"استاد خوبی هستند و منصفانه نمره میدن
ولی تا نمره رو بدن جون به لبتون میرسونن
سر کلاسشونم خواب خیلی میچسبه",8.0,6.0,6.0,6.0,9.0,1.0
1853,2023-01-29T23:42:37,دکتر روح الدین میری,مهندسی شیمی,ترمودینامیک ۲,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,بهمن 1400,"استادی از همه نظر عالی
بسیار خوب درس میدن و کاملا سر کلاسشون لذت میبرید
جزوه خودشونم کاملا کافیه برا امتحان و اگر بخونی میتونی ازشون نمره خیلی خوبی هم بگیری.بین تمام استادای دانشکده شیمی ایشون تکه تک",10.0,10.0,10.0,10.0,10.0,10.0
1854,2023-01-30T02:03:54,مرتضی گرشاسبی,ریاضی,ریاضی مهندسی,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,"تکلیف دو نمره ای قرار میدن که به نسبت کاری که میکنی واقعا کم هست !
اصلا شیفت هم نمیدن",7.0,8.0,6.0,7.0,4.0,4.0
1856,2023-01-30T16:40:03,سعیدی نژاد,علوم پایه,ریاضی۱,,,,,,,,,,
1857,2023-01-30T19:02:33,الهام فتاحی,ریاضی,ریاضی مهندسی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"استاد فتاحی بسیار بسیار در نمره دادن خساست به خرج میده و خیلی با دقت صحیح میکنن امتحانات رو. حتی وقتی ازشون میخواستیم که برای کمک به نمره مون یک کوییز در نظر بگیرن یا سوال امتیازی بدن با اصرار شدید بچه ها، فقط و فقط در مجموع یک نمره به دوتا کوییز و یک سوال امتیازی اختصاص دادن که کوییز ها رو هم برای هر سوالش یا نمره ی کل سوال رو میگرفتی یا کلا صفر. 
در کل اگر برگردم با این استاد برنمیدارم.",7.0,7.0,6.0,6.0,6.0,8.0
1858,2023-01-30T21:41:13,مریم بحرینی,فیزیک,فیزیک پایه ۱,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر 1401,"تدریس استاد معمولیه و در حد متوسط
از نظر رفتاری، خوش اخلاق هستن و عموما حضور و غیاب نمیکنن به جز چند جلسه.
نمره‌ای که بهتون میدن دقیقا همون چیزی هست که خودتون گرفتید و خیلی شیفت نمیدن.
درباره‌ی تکالیف هم خیلی راه میان و به تکالیف نصفه نیمه و با تاخیر هم نمره میدن.
در کل اگه بخوام نظر بدم خیلی پیشنهاد نمی‌کنم جز اولویت‌های اول باشه ولی از اساتیدی هم نیست که بخواید دورش یه خط قرمز بکشید.",7.0,7.0,7.0,8.0,9.0,9.0
1859,2023-01-30T21:41:18,سید نظام الدین اشرفی زاده,مهندسی شیمی,آشنایی با مهندسی شیمی,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر 1401,"استادی هست که تجربیات زیادی داره ولی عموما توی ساعت کلاس بیشتر از درس از موضوعات پراکنده صحبت میشه.
در نمره‌دهی هم به شدت دقیق هست و شاید خیلی نمرات بالا توی کلاس‌ نداشته باشیم.",6.0,10.0,10.0,9.0,9.0,9.0
1860,2023-01-30T21:41:28,سید نظام الدین اشرفی زاده,مهندسی شیمی,پدیده‌های سطحی,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,کل ترم فقط صحبت میکنن و یک جزوه سنگین میدن که اصلا به صحبتایی که سر کلاس میکنن هیچ ربطی نداره امتحانیم که میگیرن هم اکثرا از صحبتایی که سر کلاس میکنن هم باید جزوه خودشونو بخونید و هم حرفایی که میزنن همشو باید بنویسید بازم سرجلسه امتحان سوالایی میدن که تدریس نکردن نمره دادنشونم اصلا معیاری براش نیست و خیلی بد نمره میدن,2.0,8.0,4.0,2.0,1.0,8.0
1861,2023-01-30T21:41:48,مریم حق شناس,معارف,فارسی,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"درباره‌ی ادبیات و زبان فارسی اطلاعات زیادی دارن و مطالب مطرح شده توی کلاس‌شون علاوه بر اطلاعات عمومی، می‌تونه جالب هم باشه.
به طور کلی یه کتاب معرفی میکنن و توی کلاس مطالبش رو بیشتر باز میکنن که از گفته‌هاشون برای آزمون ترم جزوه‌ میشه نوشت.
از خود این کتاب صرفا به سری برگه‌ها رو تعیین میکنن و از همون هم فقط آزمون میگیرن.
سر کلاس‌شون یه موضوع مشخص رو باید ارائه بدید.",9.0,10.0,10.0,9.0,10.0,10.0
1862,2023-01-30T21:42:23,سلمان موحدی راد,مهندسی شیمی,طراحی تجهیزات فرآیندی,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,تدریی ایشون اصلا تعریفی نداره برای این درس اصلا جزوه ندارن یک سری سند به زبان انگلیسی دراختیار دانشجو قرار میدن از روش روخونی میکنن و ترجمه میکنن امتحانشونم تقریبا در سطح همین اسناد هست ولی نمره خیلی بد میدن هیچ ارفاقی هم ندارن,2.0,2.0,2.0,2.0,2.0,8.0
1863,2023-01-30T21:52:27,مسعود جمشیدی,مهندسی شیمی,طراحی راکتور,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر 1401,یک میانترم میگیرن در سطح مثالایی که حل میکنن ولی پایان ترم خیلی سخت سوال دادن و تقریبا اکثر سوالاتو تدریس نکرده بودن کلی هم تمرین میدن ولی فقط ۱نمره براش در نظر میگیرن,8.0,9.0,9.0,5.0,9.0,10.0
1864,2023-01-30T21:52:31,مصطفی محسنی,معارف,تاریخ تمدن و فرهنگ اسلامی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"یه آزمون پایان ترم تستی ۱۵ نمره‌ای دارن و ۵ نمره مربوط به فعالیت کلاسی‌.
حضور به شدت براشون مهمه به حدی که اگه غیبتی داشته باشید از این ۵ نمره‌ی کلاسی کم میکنن.
مواردی که توی آزمون میاد از کتابی هست که معرفی می‌کنه و همون مطالبی که سر کلاس میگه، این یعنی برای آزمون پایان ترم نیاز دارید که به حرفاشون سر کلاس گوش داده باشید.",9.0,10.0,10.0,8.0,6.0,10.0
1865,2023-01-30T21:57:31,رضوان عابدینی,مکانیک,نقشه کشی صنعتی 2,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"استاد کاملا روی درس تسلط دارن و خیلی خوش برخورد هستن و برای دانشجو وقت میزارن تا رفع اشکال صورت بگیره
یه تی ای داشتن که بصورت مجازی کلاس برگزار میکرد
در کل با اینکه درس ۲ واحدیه ولی ۵ ساعت در هفته باید واسه کلاسش فقط بزارید
تمرین و حضور در کلاس و پروژه بیشترین بارم رو داشتن و حدودا ۱۵ نمره میشدن روی همدیگه
امتحان پایانی هم بصورت عملی و تئوری (چند سوال تستی به زبان انگلیسی) بود
در نهایت هم نمره خودتون رو میگیرید
جز گزینه های اولتون باشه",10.0,10.0,10.0,10.0,10.0,10.0
1866,2023-01-30T22:27:53,افسانه ملاحسینی,شیمی,شیمی عمومی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"تدریس‌شون به شدت خوبه و توان فهموندن مطالب رو دارن.
به نظم سر کلاس خیلی اهمیت میدن و باب میل‌شون نیست که وسط درس ازشون سوال پرسیده شه.
میون دختر و پسر تفاوت قائل میشن.
کتاب مرجع معرفی میکنن و پاور ارائه میدن.
درباره‌ی نمره هم باید بگم که ریزبینانه صحیح میکنن و عملا یا پاس نمیشید یا با نمرات متوسط پاس میشید؛ نمره‌ی بالا توی کلاس‌شون کمتر دیده میشه.",10.0,10.0,10.0,9.0,9.0,7.0
1867,2023-01-30T22:53:40,مریم حق شناس,معارف,فارسی,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,استاد بسیار خوش اخلاق و با اطلاعات عمومی بالا هستند، در طول جلسات جزوه ای که درس میدن سر کلاسو حتما باید بنویسید چون از همینا تو امتحان میارن، 2 نمره به ارائه گروهی اختصاص دادند و بقیه نمره برای امتحان پایان ترم بود، در کل استاد با درکی هستند و میتونید نمره خوبی ازشون بگیرید,8.0,10.0,10.0,7.0,10.0,10.0
1868,2023-01-31T01:23:14,مریم حق شناس,معارف,فارسی,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,هر چقدر از خوبی این استاد بگم کم گفتم ، تسلط خیلی بالا به مطلب دارن و در عین حال کاملا قابل فهم برای دانسجو بیان میکنن مباحث رو ، کلاسشون هیچ فشاری نمیاره عملا خستگی رو هم در میبره ، یه ارائه دارن که زمان بندی میکنن و موضوع پیشنهادی میدن، به شدت با دانشجو راه میان و امتحان هم خیلی راحت میگیرن و دست باز تصحیح میکنن، در کل بهترین استاد واقعا از دستشون ندین اولویت اول,10.0,10.0,10.0,10.0,10.0,10.0
1870,2023-01-31T08:02:13,محمدرضا باقری,معارف,انقلاب اسلامی,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,تدریس و رفتار در طول ترم خوب بود ولی نمره دهی به شدت افتضاح.اعتراض هم که نگاه نکردن,7.0,10.0,7.0,8.0,4.0,7.0
1871,2023-01-31T09:52:35,یعقوبی فر,ریاضی,ریاضی ۱,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,"ایشون کلا درس نمی دن تو کلاس
از روی یه پاورپوینت صرفا روخونی‌ می کنه 
عموماً هم روش تدریسشون اینجوریه که کل ترم جلسه ای یه صفحه تدریس می کنن بعد یهو قبل میانترم یا پایان ترم جلسه ای یه فصل رو پیش می برن💔🤦‍♂️
یه تی ای هم معرفی کردن که تی ای یه جلسه هم حتی سر کلاس حل تمرین نیومد بعد آخرش گفت کل ترم مریض بودم و به جاش نمرتونو می دم که اونم نداد
کلا یا با این استاد برندارین",1.0,4.0,2.0,1.0,1.0,5.0
1872,2023-01-31T10:01:49,علیرضا ذاکری,مهندسی مواد,اصول استخراج فلزات ۱,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,امتحان استاد سخت هستش به طوری که از یه چیز ریز حفظی مسئله کشیده بودن بیرون.,7.0,7.0,6.0,7.0,4.0,5.0
1873,2023-01-31T10:01:53,ماندانا عادلی,مهندسی مواد,اصول استخراج فلزات ۱,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,خیلی استاد خوبیه❤️ حتی توی کوییزاهم شیفت داده بود.,10.0,10.0,10.0,10.0,10.0,10.0
1875,2023-01-31T12:15:16,محمد یعقوبی فر,ریاضی,ریاضی 1,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1401,ببینید اگر ایشون رو دیدین فقط فرار کنید. نظم که نداره. همیشه 15 دقیقه دیرتر میاد سر کلاس ، در تدریس هم پیوستگی نداره، اصلا برنامه ی تدریس نداره همینطوری عشقی درس میده میره جلو و انقدر بی‌برنامه است که توی دو جلسه برای اینکه به میان ترم برسه تمام مشتق و کاربرد و دنباله رو روخوانی کرد(درس نمیده ، روخوانی میکنه، مثل خواندن کتاب داستان). تسلط خودش روی درس کافی نیست واقعا، یعنی بعضی سوالات رو نمیتونست جواب بده. 0 نمره ارفاق میکنه و تصحیح هم به شدت ناعادلانه و اغلب شانسی. اگر از شانس بدتون بهش خوردید فقط سرکلاسش نرید و بشینید خودتون از روی 707 بخونید,1.0,1.0,1.0,1.0,1.0,3.0
1878,2023-01-31T13:02:24,منصور سلطانیه,مهندسی مواد,اصول استخراج فلزات ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,"بسیار خوش رفتار و با شخصیت هستند
کلاسشون خیلی خوب و بحث محوره و موقع خستگی دانشجویان بحث های جالبی رو وسط میکشن",10.0,10.0,10.0,10.0,10.0,10.0
1881,2023-01-31T13:15:38,نرگس هوشمند همدانی,معارف,زبان فرانسه,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,"فرانسه رو از صفر درس میدن و پیشنیازی لازم نداره. هر مبحثی رو که درس میدن بلافاصله میپرسن که مطمئن بشن جا افتاده. شرکت تو پرسش و پاسخ ها خیلی مهمه.
تکالیف خیلییی راحتی میذارن توی lms که نهایتا ۵ دقیقه وقت میگیره. امتحان سخت نیست و اصلا قصد اذیت کردن دانشجو رو ندارن.
اگر با کلاس پیش برید خیلی نمره خوبی میشه گرفت ازشون.",10.0,10.0,10.0,10.0,10.0,10.0
1892,2023-01-31T13:54:10,بابک زارع,فیزیک,کوانتوم ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,فعال بودن و سوال پرسیدن از استاد سر کلاس خیلی اهمیت داره,10.0,10.0,10.0,10.0,10.0,10.0
1893,2023-01-31T13:54:23,نرگس هوشمند همدانی,معارف,زبان فرانسه - زبان انگلیسی,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,گلی هستن از گل‌های بهشت🙂.,10.0,10.0,10.0,10.0,10.0,10.0
1895,2023-01-31T13:56:34,بیژن غفاری,فیزیک,اپتیک,نمره خوبی نمیشه ازشون گرفت,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,رنج نمرات کسانی که سر کلاس حضور داشتند ۱۷، ۱۸ و رنج نمرات کسانی که حضور نداشتند ۱۳، ۱۲ و بعضی ها هم ۱۵، ۱۶ است,10.0,8.0,6.0,5.0,4.0,8.0
1896,2023-01-31T14:04:38,محمدرضا جعفرفرد,فیزیک,الکترومغناطیس ۲,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,معمولا با ارفاق تصحیح میکنند ولی در آخر به نمرات پایینتر ارفاق بیشتری میکنند تا نمرات بالا,9.0,8.0,8.0,10.0,7.0,6.0
1897,2023-01-31T14:12:23,روح الله حاجی عبدالوهاب,فیزیک,ترمودینامیک ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,چیزی اضافه ایی نیست,10.0,3.0,2.0,10.0,3.0,10.0
